CSC,PJW,Preiss,UnsignedCSC
116,32321,22146,12688
104,32533,3433,17180
25726,10565,18658,25726
9123,13802,20764,9123
99,2042,27980,15704
117,1992,27966,15722
104,9862,3507,1070
15742,11973,7893,15742
9136,13815,20777,9136
9058,13833,20891,9058
102,19709,14059,6879
117,9928,3572,18768
116,32139,16131,3593
104,32351,32247,8085
18014,12469,15893,18014
14435,22628,9034,14435
9258,13873,21027,9258
9308,13955,21397,9308
9891,14416,13443,9891
9887,14420,13447,9887
118,6668,19775,2124
9886,14421,13448,9886
122,13790,194,17468
116,6406,12732,5541
98,7488,3659,32965
11100,15363,10632,11100
22200,2120,21068,22200
11079,15390,10579,11079
99,25451,20598,32842
104,1287,315,9918
22808,2552,17804,22808
14499,22724,9418,14499
99,29547,404,12440
117,29497,390,12458
116,31782,12688,31368
104,31994,31401,1031
116,18782,1532,25610
11306,15409,10774,11306
115,12830,24930,33839
116,8849,15943,9055
11356,15491,11144,11356
14009,4167,19006,14009
118,16765,12289,29541
14008,4168,19007,14008
11333,15516,11089,11333
99,22878,21378,20645
104,29777,15406,17103
116,18139,8322,17479
14808,4568,15615,14808
116,14468,25834,5227
14706,4654,15813,14706
122,31795,11564,19535
14810,22811,9793,14810
117,22480,17517,12548
116,5842,6303,6592
21066,16801,34646,21066
14816,22817,9799,14816
99,26588,616,5024
117,26538,602,5042
116,19267,14241,24877
104,19479,30357,29369
21386,16897,201,21386
21346,16905,385,21346
101,7994,34561,29450
116,17869,18679,22992
105,30182,23433,9113
116,29061,3285,30611
117,30122,23429,9125
128,30305,22846,8848
7917,26792,27011,7917
1554,27545,33898,1554
19085,7103,2353,19085
25520,17911,16655,25520
19295,23264,12614,19295
116,13342,25791,19414
128,10800,34128,14261
1691,27570,33939,1691
118,30701,5501,5636
122,28362,23066,9248
116,25405,7028,20587
19270,23287,12813,19270
118,19955,27945,17739
116,28599,18347,15182
23292,24503,14286,23292
19230,23295,12741,19230
18902,9477,13922,18902
98,33111,27637,7536
23190,24545,14344,23190
1694,27573,33942,1694
19423,23328,12870,19423
98,28963,27107,34556
29558,25073,22728,29558
19430,23335,12877,19430
1696,27575,33944,1696
19480,23417,13247,19480
31318,26497,11899,31318
19711,23440,13446,19711
7820,11768,18987,7820
7806,11782,19001,7806
115,34071,22157,5219
98,109,3507,1202
116,32687,22592,28980
3945,26865,24763,3945
3951,26871,24769,3951
19724,23453,13459,19724
19669,23446,13372,19669
109,29622,11697,160
116,25733,1332,3446
20081,13318,29358,20081
115,23818,23254,14900
19786,13437,29941,19786
116,7955,23142,25311
118,34780,29665,3091
2895,27143,20609,2895
19683,23460,13386,19683
1663,16888,17030,1663
1649,16902,17044,1649
98,12371,17575,13152
3049,27185,20923,3049
1403,27219,32237,1403
19043,17671,10628,19043
19640,23465,13567,19640
1609,27265,32379,1609
105,5213,12100,24907
116,26613,28194,7375
102,5015,28737,595
101,21885,1255,6820
116,21868,1270,6843
104,19264,25686,25577
111,19287,25743,25554
116,9347,27639,32066
115,21963,1909,6650
116,21388,842,32125
116,33599,25791,22972
122,29641,12522,2507
100,33046,30582,10980
128,33066,30602,11008
111,20573,27160,30244
116,20137,27639,8957
16835,894,4773,16835
19742,23551,13765,19742
116,18362,25834,15958
4751,28647,10228,4751
19751,23560,13774,19751
1689,7659,4144,1689
1675,7673,4158,1675
118,3203,12651,17972
117,3890,28074,14227
117,5174,10294,13878
98,4023,28767,13984
5225,28785,10926,5225
5231,28791,10932,5231
29413,8954,5934,29413
107,23916,34109,919
122,28195,5462,545
116,14832,24009,28937
19980,23581,13971,19980
29635,32324,8568,29635
99,6930,32342,17399
21237,29693,28416,21237
33673,33258,24574,33673
99,2231,19944,23042
117,2181,19930,23060
116,12674,22220,11232
104,12886,3507,15724
116,27868,8151,7945
31209,9808,7930,31209
100,26829,22072,12001
101,23844,29973,17033
104,22142,16667,7775
1822,27637,34198,1822
23511,24344,29246,23511
14169,816,1671,14169
23525,24358,29260,23525
21378,6724,26818,21378
23526,24359,29261,23526
25334,7672,8105,25334
102,32167,4085,25892
122,16403,3913,1242
116,31368,18847,33164
102,34698,17645,33502
101,32833,9534,3536
116,32848,9549,3513
104,5533,27900,13838
116,31924,28075,24081
128,34029,29515,23454
808,22268,16964,808
29906,9088,22175,29906
128,14406,25576,18268
116,22179,31495,13269
30181,9187,22738,30181
3701,7791,29614,3701
43,27522,28579,43
8375,11890,5751,8375
1356,22512,18056,1356
117,30078,10300,30913
117,6234,33302,29426
116,32366,4744,8373
8678,12017,6342,8678
8684,12023,6348,8684
110,32455,29802,1856
101,18594,11941,12411
104,14784,25628,18042
116,2610,27587,514
116,9676,4254,5125
1358,22514,18058,1358
32557,18515,32421,32557
32543,18529,32435,32543
118,2754,31559,30536
115,2707,31496,30565
122,26438,778,12404
116,32201,21224,3852
98,3574,12846,26548
116,101,9739,29031
8614,12049,6470,8614
98,19958,16552,34792
116,18442,16358,14207
1363,22519,18063,1363
8923,12134,6843,8923
105,27821,21804,11536
102,9197,10851,33596
116,28535,4744,797
128,27944,22391,11271
102,2978,31472,32102
116,33795,13501,10629
22142,20114,22503,22142
110,4123,24471,30644
116,25879,6878,19677
1317,22521,17985,1317
7351,12146,1655,7351
117,21581,4771,15119
116,34656,17184,5543
7366,12161,1670,7366
33554,21345,20251,33554
115,12934,17958,28088
33259,21464,20834,33259
116,7956,25834,33416
33341,21478,20944,33341
1332,22536,18000,1332
20242,24161,3841,20242
105,23203,12646,20010
115,18980,24399,19343
116,11195,31559,8777
101,535,13659,3776
116,11381,28288,20229
1337,22541,18005,1337
45,27524,28581,45
14529,12412,13953,14529
14533,12416,13957,14533
16895,24626,25022,16895
12939,25574,6309,12939
118,10795,31159,30194
1555,22551,18191,1555
12486,12929,22150,12486
113,7184,24115,32688
101,9378,404,10939
115,9424,390,10925
116,7401,12688,34253
104,7997,31401,11604
116,14887,19804,11774
34824,27522,28755,34824
6132,17382,28204,6132
34656,22519,29327,34656
5561,15383,6190,5561
100,19548,34799,24774
116,23923,4787,26217
122,33226,5299,21778
116,28620,3575,31870
109,5375,19646,29298
33948,22867,25611,33948
28627,4396,33165,28627
28612,4411,33180,28612
98,21473,3528,5275
100,17236,13481,11848
101,9672,28201,17898
116,9783,28216,17881
104,3011,18935,8681
128,16538,14832,6022
100,28416,14939,33524
109,1825,30875,22854
122,30635,3913,7784
116,22791,24599,9993
116,22887,24471,10185
117,28680,23574,9488
116,25790,33646,7079
102,29097,23013,9759
101,32447,32714,15806
115,32397,32700,15816
116,23973,17343,11252
116,32398,32699,15815
104,23801,33459,15208
128,24890,12595,1580
128,29554,957,17542
31303,17198,8641,31303
6169,23069,2824,6169
6053,23097,2868,6053
19587,21362,9379,19587
19602,21377,9394,19602
24908,29618,27674,24908
11599,1155,8917,11599
25555,21858,17459,25555
12353,1553,5347,12353
100,18972,12678,724
116,2730,18364,32764
6260,23144,3011,6260
24189,5650,12410,24189
98,6708,26483,2575
105,6731,26426,2614
116,16072,27639,23778
23983,5824,13064,23983
109,4948,31161,26349
122,27377,22013,14746
116,9625,6275,29149
118,8448,16498,419
26290,22129,18674,26290
100,25038,8880,23061
101,30017,1255,16120
116,30128,1270,16139
104,6733,25686,16779
111,6724,25743,16754
109,6482,30300,28253
122,6455,23472,3920
116,15960,27639,13
115,30479,1909,16458
116,12665,842,15639
165,27580,28829,165
5395,23447,34063,5395
260,28339,9714,260
4051,16091,8088,4051
101,23309,16199,11422
104,30256,20414,21347
102,929,20924,20577
122,5888,11842,19027
116,20620,20632,10918
115,23771,15545,11084
116,1519,10429,22511
118,33340,17666,24218
122,32516,24954,33730
102,12606,24784,27231
122,34759,4454,4537
116,2522,24143,31235
122,21220,9402,29847
117,1074,9413,12376
122,9660,12440,20143
34651,17184,24733,34651
32192,18891,15307,32192
116,24233,24494,25425
122,1243,18929,9659
116,13545,24967,5536
118,8482,8427,19176
96,27607,28952,96
25770,33650,27720,25770
1197,17252,17312,1197
2995,23879,6978,2995
104,27615,28960,104
3251,24007,7490,3251
102,13874,2870,5501
116,17184,20884,29012
13580,7077,29909,13580
111,14536,31538,9877
116,2989,16385,16962
105,8965,28994,32167
12445,8849,1069,12445
116,13357,11053,4784
116,13613,15149,5808
105,22895,20464,7909
12434,8860,1080,12434
12428,8866,1086,12428
17309,27038,31303,17309
102,2293,28921,23215
101,13162,26589,2380
116,13145,26604,2363
104,21974,4892,6317
111,21997,4835,6340
116,8092,27639,27189
17337,10581,6634,17337
99,13362,16199,33186
104,8372,20414,11882
31526,30095,9127,31526
222,27669,29206,222
7140,24856,23219,7140
7155,24871,23234,7155
3276,1724,6444,3276
102,29418,32265,15479
101,29214,32749,6129
122,9489,8768,15043
116,25318,11363,16087
116,29197,32734,6112
104,8511,27103,2685
111,8502,27160,2646
116,16339,27639,2912
116,10347,2259,3849
16657,8765,11102,16657
99,20596,6610,9707
118,20547,6625,9726
104,19629,18935,26522
102,33075,2665,31060
122,6327,3913,19279
122,25974,26696,22582
238,18200,5162,238
104,9012,14514,5155
21622,12683,19278,21622
6185,18547,12709,6185
128,32709,34521,32759
5399,18235,14808,5399
5430,18252,14745,5430
4971,18773,8487,4971
99,20774,15796,18214
104,22477,20414,20114
111,22500,20357,20073
116,29980,4356,14551
102,25419,20924,20368
116,7026,3025,24055
117,20820,16450,18040
109,18168,14113,32390
116,23961,10429,18470
100,27513,30189,12982
109,34062,31656,20316
122,15713,3913,34782
116,28855,24009,14250
122,12358,5299,21296
111,12035,25743,6721
122,5755,1832,31292
104,31361,23627,20544
102,8733,18339,18008
101,12940,12210,28114
116,13051,12195,28105
104,13486,23952,10194
111,13477,24009,10155
116,1366,27639,19369
102,11271,12233,29280
116,18830,14937,17321
102,15888,9178,14016
116,23044,17984,16533
100,22996,17744,16933
111,27876,30584,12905
100,22366,21308,27193
122,32100,3913,13050
116,30478,4405,1444
116,11509,11579,28978
9290,21851,23232,9290
102,34650,4762,28433
115,32390,3864,12925
122,19812,12936,14553
115,23161,25807,29439
109,25371,11595,33155
116,27375,26969,14416
122,28245,27359,14854
116,26588,17184,34820
117,22191,30085,2831
116,24972,8318,20199
100,24317,2569,12798
101,10240,27456,24656
116,10127,27471,24679
111,7112,27160,33942
115,10542,28110,24998
116,12797,2259,32835
23164,26470,3668,23164
118,25195,18583,9040
105,24308,7678,8851
447,27686,29399,447
17949,3231,26107,17949
101,31663,8667,27721
104,1567,4095,21893
118,1725,26690,16177
122,27323,12522,23410
102,11960,33384,885
102,24189,24784,5425
101,4005,5865,32715
116,4020,5880,32738
104,31891,27103,18079
111,31914,27160,18040
116,23133,27639,10883
115,4179,6519,32929
116,33631,2259,12851
452,27691,29404,452
14387,25223,1077,14387
100,15761,17097,9247
116,12547,28216,15534
116,12995,28472,15918
101,8096,8231,6734
109,1244,4482,30599
116,57,2822,112
100,11827,5915,8734
109,26231,10932,11104
122,6191,3913,2788
454,27693,29406,454
13353,20851,6552,13353
14579,25255,1205,14579
102,16520,2716,30713
117,6962,17216,10140
122,9333,12440,14536
14629,25337,1575,14629
102,235,29729,28596
102,12354,16476,16391
101,1218,4998,11838
116,1329,5013,11821
104,15400,4892,25931
111,15391,4835,25956
21564,22870,4542,21564
828,17730,14412,828
813,17745,14427,813
98,25843,26631,21261
100,17751,21771,4727
122,25391,18736,23695
116,32759,20632,3231
20522,23156,16780,20522
101,27660,23254,18858
104,18905,27103,7498
111,10722,4835,25604
843,4889,6925,843
101,4358,21471,1479
118,28253,17929,26241
116,2998,18817,12847
101,14139,7044,19250
116,14154,7029,19241
104,13162,8573,10276
117,29666,10523,19802
116,2812,7881,3586
128,28643,14351,27019
2088,22117,20991,2088
101,32197,26712,1898
104,1774,9333,10680
31888,5697,22421,31888
105,7759,3700,22977
101,15421,9678,8087
116,15308,9693,8110
104,11990,17649,14860
117,17268,21752,22562
116,1958,15767,30144
2102,22131,21005,2102
22710,7499,24386,22710
101,25038,13557,11419
116,24925,13542,11442
117,7970,19188,6368
116,16260,17184,28769
25738,8263,28558,25738
104,22424,22473,21322
100,23797,9426,3096
101,1920,7503,27653
116,1807,7488,27676
104,4948,27292,22416
115,27786,5637,14992
101,18544,512,1334
116,12243,30557,14109
116,21080,206,25324
122,21086,200,25314
20020,9357,15415,20020
122,12647,17163,13729
118,29955,4025,12983
99,11510,34596,18914
116,14317,1386,11481
31039,21347,32594,31039
99,12934,23767,17154
102,15762,24944,12447
116,30484,24143,8525
122,15750,24924,12459
117,2561,5551,25132
118,12885,23782,17173
104,1524,21922,21023
7581,23114,26068,7581
117,224,14016,12950
116,13421,21393,573
102,3249,14385,13127
101,26977,32749,6152
116,27088,32734,6173
104,29104,27103,1154
111,29095,27160,1131
102,26642,19697,15144
115,14475,5970,26659
122,14390,20972,12089
13428,25448,31683,13428
11863,24164,7745,11863
99,7966,10783,30069
105,15353,500,954
109,31915,30300,9508
122,34478,23472,3631
116,6275,4356,28982
128,5716,20311,22961
117,21693,16138,2477
116,3100,21264,8060
116,29349,19518,23441
116,29797,19774,23825
102,25669,20293,23344
101,12428,6767,9048
116,12379,6782,9069
104,11583,33365,3656
100,28629,32046,16641
122,19038,3913,31554
29755,29446,17829,29755
118,3153,19205,10914
109,2352,33073,32776
122,17483,3913,16605
117,18362,5496,24736
116,15275,32311,11132
24775,30186,3180,24775
102,2521,18394,13091
101,33953,15602,18964
102,33954,15603,18965
116,22297,2258,7502
115,33839,15616,18986
116,20585,3218,8110
104,21405,19334,19490
117,15502,3037,1854
116,14066,17184,16731
118,15121,22052,25699
117,29008,2222,11963
101,8002,33492,2492
104,33955,34158,815
116,15653,1365,32980
118,2148,21096,1456
99,11125,3593,10027
117,11075,3607,10045
118,11076,3608,10046
117,7374,20284,6394
128,11258,4190,9768
116,11480,4744,15173
21085,25962,9786,21085
104,3287,16458,80
100,25598,3074,24899
101,30736,26589,28769
116,30623,26604,28792
111,4785,4835,14081
116,11332,27639,31098
115,31038,27243,29111
116,10598,29736,12982
7704,31654,2372,7704
99,3701,24007,1843
117,3651,23993,1861
116,27889,21353,5984
118,3652,23992,1862
104,27941,2640,10484
4997,25941,28785,4997
99,9845,9580,26419
104,21758,20414,25119
117,11390,6780,12537
8458,32052,33631,8458
29502,34365,3838,29502
101,26126,7889,13028
104,660,27107,31747
118,12263,34527,2754
2579,4788,26713,2579
101,10259,15282,32441
104,25420,17575,26537
118,26509,33345,11943
102,33489,28921,7831
101,24692,26589,5424
116,24675,26604,5415
104,15507,4892,666
111,15530,4835,689
115,17313,22042,8140
101,9376,17045,11478
115,9262,17059,11492
104,4564,25024,29771
117,33475,8197,15832
116,2678,22260,14158
115,22238,4398,8741
101,27181,27305,28426
104,18235,31249,8749
116,9114,11895,11654
102,32705,30654,1332
101,2426,3160,18290
116,2313,3175,18305
100,2645,30473,6033
101,11778,4723,12011
116,11665,4708,11988
104,14895,13775,34528
102,1773,28352,29534
116,14515,12034,7404
27403,8217,13940,27403
99,11828,15064,5289
117,11778,15050,5307
118,11779,15049,5308
104,18657,11433,4699
116,21348,9189,21690
116,7866,12155,782
101,388,24951,28497
116,339,24966,28488
104,6800,8573,29530
115,22422,11785,30059
101,21,24547,23240
104,3890,31249,22872
116,31438,8908,3664
102,33948,24322,349
101,6801,7464,28211
117,3494,4771,28298
116,33618,17184,11336
116,6880,7479,28220
104,25124,23586,15685
122,8048,17956,7160
115,29556,18832,30567
101,8974,17982,33370
104,24624,4300,14688
111,24647,4243,14663
116,24421,25794,27903
115,31680,1220,18449
101,6303,21236,31529
104,1963,746,9289
116,20870,23317,8849
98,17292,3944,8006
116,26128,17330,5418
100,17294,3942,8008
381,27716,29525,381
115,16667,25277,13368
101,28994,8433,34457
104,15376,34158,30215
116,24465,12425,3092
13292,9718,27696,13292
101,21567,5751,29368
104,32203,4456,25635
118,1094,5262,6597
115,20845,22789,33122
101,18863,32235,1512
104,2414,34708,6641
116,21655,33006,32715
10293,26725,14548,10293
10307,26739,14562,10307
12811,9991,28913,12811
8855,10939,10200,8855
118,20438,10606,3993
118,30742,32847,21082
122,34091,18929,31423
116,1806,24967,28043
100,11579,22738,3617
101,15406,2711,19665
117,27994,4771,16828
116,15293,2726,19642
104,3285,33784,22670
10504,26904,15207,10504
99,12570,11347,864
104,30529,17481,6983
117,12410,17142,29956
116,2129,14811,23149
6571,12631,407,6571
12307,25623,8949,12307
102,7478,30582,21857
122,7498,30602,21853
102,12454,9372,26241
31270,14073,24777,31270
99,1037,18076,24546
118,988,18061,24565
104,20146,4773,15397
122,4036,19373,16425
9522,27106,10961,9522
3038,15863,7295,3038
118,31452,25338,18951
9546,27130,10985,9546
100,33709,34815,18409
116,25603,21230,9887
34725,17245,1528,34725
100,3079,9657,11541
101,18722,25162,9900
117,5063,4771,34439
115,18608,25148,9878
116,20692,29895,18876
116,18609,25147,9877
104,21512,13779,7472
11154,21065,30024,11154
99,8422,30558,7756
117,18433,4771,13919
116,27614,17184,26934
118,8373,30543,7775
104,33819,22169,30242
122,4814,17956,25624
115,11553,16016,23778
101,18333,32900,23362
104,18250,31249,2584
116,12299,28913,10899
2674,23225,28539,2674
115,30150,26731,2749
101,34052,22538,27067
104,21636,32666,23404
116,31219,10572,34551
118,8104,21096,15047
99,17193,24971,1544
115,13371,21181,14639
116,27419,28913,31395
111,19453,26836,28097
100,7069,18899,5411
101,12904,24557,31915
115,12790,24543,31893
116,12791,24542,31892
104,32911,25250,15372
116,26406,10435,26961
118,10683,31519,30178
101,18717,12796,17379
104,7720,23422,25347
100,6125,24907,7620
101,32629,8879,30885
117,11586,4771,31838
116,12827,17184,19221
116,32516,8894,30862
104,221,24835,6253
100,12805,29618,17155
11018,2149,5065,11018
101,32279,34349,24401
104,21113,9654,24394
118,19178,25657,3487
12554,28442,4956,12554
102,25195,18394,6932
122,25183,18374,6936
99,23179,30498,22137
104,26128,12661,22827
117,3283,3037,24276
10501,2410,6094,10501
100,25426,14886,23401
101,27984,28969,13499
117,21900,4771,19617
116,4931,17184,17127
115,27870,28983,13477
116,21199,5806,23099
116,27871,28984,13476
104,22051,21922,34503
111,19918,20399,24512
101,6618,25893,31503
104,31447,27543,31829
117,15704,17729,9359
25234,8971,17817,25234
101,3456,24001,29835
117,14025,6780,25402
118,23907,10596,5494
105,24430,26038,905
101,13899,6586,14709
104,22467,4452,7585
116,12191,11964,1747
116,6281,27208,22797
22944,13088,34502,22944
100,916,18069,32626
101,18943,29759,31760
116,18830,29744,31737
104,16711,29355,21746
16954,29546,21708,16954
116,28620,27208,21324
122,21027,4112,3715
116,19373,14435,5785
122,29470,23066,3865
7159,24127,14872,7159
100,14038,18328,29362
101,19921,23323,31721
116,19808,23338,31698
100,15078,2008,25426
101,1732,22933,18357
115,1618,22947,18335
116,1619,22948,18334
3118,31292,24654,3118
99,32738,25948,29236
118,32689,25933,29255
104,4927,23586,4633
29880,33279,22340,29880
101,24694,2312,9075
116,24581,2297,9052
104,4240,9296,32902
